student_ID,course_ID,section_number,semester,year,grade
696,158,2,Fall,2007,F
696,113,3,Spring,2000,A
696,120,7,Spring,2008,E
697,121,2,Fall,2000,A
697,104,2,Spring,2005,E
697,3,6,Fall,2008,E
698,116,1,Spring,2011,A
698,157,4,Spring,2004,D
698,12,6,Spring,2005,D
698,218,9,Fall,2010,E
698,57,8,Spring,2016,E
698,247,3,Fall,2000,A
699,208,6,Spring,2010,E
699,72,5,Fall,2004,D
699,191,5,Fall,2012,A
699,34,8,Spring,2015,B
699,34,5,Spring,2009,A
699,87,5,Spring,2000,C
700,23,4,Fall,2000,B
700,167,1,Fall,2006,D
700,35,10,Spring,2010,D
700,154,3,Spring,2015,F
700,87,1,Spring,2003,B
700,147,2,Fall,2003,D
700,102,7,Fall,2000,E
701,158,3,Fall,2001,B
701,85,4,Spring,2000,A
701,30,4,Spring,2011,C
701,189,2,Fall,2001,A
701,213,4,Spring,2011,C
701,225,2,Fall,2002,D
701,246,10,Fall,2012,E
702,225,9,Spring,2009,F
702,44,5,Fall,2000,D
702,110,1,Spring,2008,E
702,101,6,Fall,2010,A
702,136,1,Fall,2000,C
702,114,3,Spring,2006,B
702,235,5,Spring,2006,D
703,241,2,Fall,2009,F
703,148,3,Spring,2005,D
703,221,3,Fall,2010,E
704,211,5,Fall,2010,B
704,218,10,Fall,2000,D
705,99,3,Spring,2001,A
705,117,1,Spring,2002,B
705,119,3,Spring,2001,E
705,184,5,Fall,2014,F
705,206,5,Spring,2009,B
705,81,2,Fall,2005,F
706,244,10,Spring,2014,B
707,216,6,Spring,2010,A
707,173,9,Spring,2007,A
707,66,4,Spring,2012,A
707,201,1,Fall,2006,C
707,41,2,Fall,2011,C
707,81,4,Spring,2012,F
707,140,8,Spring,2014,F
708,164,5,Fall,2009,C
708,168,7,Fall,2005,C
708,206,4,Fall,2007,B
708,49,3,Spring,2007,E
709,185,7,Spring,2010,E
709,109,3,Fall,2012,A
709,249,1,Spring,2004,A
709,52,8,Spring,2007,D
709,218,8,Fall,2000,A
709,159,8,Fall,2005,B
709,212,9,Fall,2016,A
710,16,3,Spring,2001,A
711,40,6,Spring,2007,A
712,206,7,Spring,2008,A
713,245,7,Fall,2002,C
713,249,4,Spring,2000,E
713,107,4,Spring,2000,C
713,189,1,Spring,2008,B
713,43,1,Fall,2009,F
713,206,9,Fall,2000,A
713,95,2,Fall,2008,E
714,124,2,Spring,2016,C
714,113,4,Fall,2008,C
714,222,3,Spring,2015,A
714,107,5,Spring,2015,D
714,11,2,Spring,2009,D
715,191,1,Fall,2005,B
715,52,2,Spring,2014,A
716,228,6,Fall,2005,E
716,67,8,Spring,2014,E
716,246,9,Fall,2002,C
716,65,10,Spring,2012,E
716,164,5,Fall,2009,E
717,134,7,Fall,2009,B
717,211,1,Fall,2012,C
717,90,8,Fall,2008,F
718,205,1,Fall,2001,D
718,79,8,Fall,2000,F
719,222,5,Spring,2005,F
719,206,7,Spring,2008,A
719,211,3,Fall,2003,C
720,245,2,Fall,2001,C
721,152,1,Spring,2003,A
721,218,1,Fall,2016,F
721,175,1,Spring,2013,A
721,81,3,Spring,2015,A
721,74,8,Fall,2014,E
721,135,8,Spring,2003,D
722,213,1,Spring,2005,C
723,110,2,Fall,2015,D
724,235,4,Fall,2011,C
724,125,2,Fall,2001,C
724,42,3,Spring,2004,B
724,145,6,Fall,2013,A
725,90,7,Fall,2015,B
725,218,9,Fall,2010,D
725,47,4,Spring,2005,B
725,124,2,Spring,2016,A
725,55,2,Fall,2002,A
725,189,2,Fall,2001,D
725,221,6,Spring,2002,E
726,106,4,Fall,2009,A
726,103,5,Spring,2005,A
726,90,6,Fall,2011,E
726,138,1,Spring,2009,E
726,83,3,Spring,2008,D
727,149,4,Fall,2000,D
727,160,4,Fall,2005,B
728,144,4,Fall,2010,C
728,120,3,Fall,2003,E
729,58,3,Fall,2011,E
729,122,3,Fall,2012,E
729,40,7,Fall,2008,B
729,39,1,Fall,2006,E
729,191,5,Fall,2012,C
730,105,3,Fall,2004,C
730,9,2,Spring,2012,E
730,115,7,Fall,2010,D
730,13,1,Spring,2009,B
731,157,3,Fall,2011,C
731,248,2,Fall,2013,E
731,247,3,Fall,2000,F
731,65,5,Spring,2015,D
731,95,4,Spring,2003,E
732,173,3,Spring,2012,A
732,85,1,Spring,2007,B
732,244,4,Fall,2003,F
732,134,6,Fall,2015,D
732,145,2,Spring,2015,B
733,185,5,Spring,2003,D
733,153,1,Spring,2009,B
733,225,10,Fall,2013,F
733,181,3,Fall,2004,A
733,41,2,Fall,2011,D
734,200,6,Spring,2001,E
735,102,5,Fall,2004,F
735,35,2,Spring,2005,A
735,102,4,Spring,2012,D
735,71,4,Spring,2008,C
735,236,3,Spring,2014,C
735,149,1,Fall,2016,E
736,47,1,Spring,2005,B
736,120,4,Fall,2011,B
737,100,3,Fall,2015,C
737,66,6,Fall,2004,C
738,205,3,Spring,2007,C
738,114,3,Spring,2006,C
738,67,2,Spring,2011,F
738,53,3,Spring,2002,E
738,244,6,Fall,2013,C
738,81,4,Spring,2012,D
739,57,4,Fall,2011,E
739,137,1,Spring,2007,B
739,108,6,Fall,2008,C
739,57,6,Fall,2006,A
739,223,6,Fall,2010,F
740,241,6,Fall,2015,B
741,136,8,Fall,2001,A
741,79,7,Spring,2005,D
741,96,9,Spring,2013,D
741,243,2,Fall,2006,E
741,53,5,Spring,2014,B
741,97,5,Spring,2014,B
742,74,5,Fall,2003,A
742,135,5,Fall,2015,B
742,153,3,Spring,2002,C
742,3,2,Spring,2009,D
742,42,5,Fall,2008,D
743,245,7,Fall,2002,B
743,60,8,Spring,2003,F
743,39,8,Spring,2016,F
743,25,4,Fall,2005,C
743,165,3,Spring,2011,B
743,200,6,Spring,2001,A
744,138,3,Fall,2007,C
744,98,5,Fall,2001,E
744,44,5,Fall,2000,C
745,135,8,Spring,2003,D
745,18,9,Fall,2010,D
745,113,6,Fall,2013,F
745,139,2,Spring,2016,C
745,82,2,Fall,2012,D
745,226,5,Fall,2008,C
745,113,2,Spring,2004,B
746,176,1,Spring,2002,E
746,180,2,Spring,2015,B
746,146,3,Fall,2016,E
746,161,3,Spring,2006,F
746,9,2,Spring,2012,E
746,137,6,Fall,2011,F
746,26,2,Fall,2004,F
747,187,5,Fall,2013,C
747,79,7,Spring,2005,B
747,191,2,Fall,2004,E
747,135,7,Spring,2000,E
747,132,3,Fall,2013,F
747,53,5,Spring,2014,F
747,114,4,Fall,2010,B
748,50,5,Spring,2006,A
748,101,3,Fall,2003,A
749,179,2,Spring,2014,E
749,27,1,Fall,2006,B
749,243,6,Spring,2000,D
749,51,8,Fall,2011,C
749,161,3,Spring,2006,F
749,218,8,Fall,2000,E
750,2,3,Spring,2001,B
750,173,3,Spring,2012,C
751,213,1,Spring,2005,A
751,226,7,Spring,2015,C
751,183,4,Fall,2010,D
751,24,4,Spring,2007,D
752,194,2,Spring,2012,D
752,168,1,Spring,2003,C
752,185,7,Spring,2010,D
752,178,4,Fall,2010,C
752,229,6,Spring,2000,E
752,39,3,Spring,2016,B
753,148,3,Spring,2005,B
754,206,2,Fall,2004,A
754,84,2,Spring,2009,A
754,9,2,Spring,2012,E
755,206,9,Fall,2000,A
755,142,1,Fall,2013,A
755,131,6,Spring,2003,D
755,145,1,Spring,2011,B
756,166,1,Fall,2014,D
757,180,5,Fall,2014,D
757,46,10,Fall,2016,A
757,25,2,Spring,2001,C
758,86,1,Spring,2000,B
758,94,4,Fall,2005,A
758,168,3,Fall,2006,F
758,191,6,Spring,2010,A
758,102,6,Spring,2013,D
759,243,3,Spring,2014,B
759,26,1,Spring,2003,D
759,137,5,Spring,2000,D
760,245,9,Fall,2005,E
760,90,7,Fall,2015,C
760,7,10,Spring,2014,D
761,78,2,Fall,2007,E
761,71,6,Spring,2008,C
761,79,4,Fall,2005,A
761,148,3,Spring,2005,C
761,57,3,Fall,2006,E
761,237,3,Fall,2010,C
762,105,1,Spring,2014,F
763,78,3,Fall,2004,A
763,97,2,Fall,2016,B
763,241,6,Fall,2015,E
763,92,10,Spring,2009,E
763,244,2,Fall,2002,B
764,134,5,Spring,2009,D
764,145,1,Spring,2011,C
764,35,10,Spring,2010,F
764,193,2,Fall,2010,E
764,237,4,Fall,2009,C
765,104,2,Spring,2005,B
765,96,8,Fall,2005,C
765,223,8,Spring,2000,B
765,64,1,Fall,2009,E
765,212,6,Fall,2001,B
765,93,2,Fall,2009,D
766,163,2,Fall,2000,C
766,96,7,Spring,2012,E
766,157,3,Fall,2011,E
767,139,5,Spring,2016,A
767,155,1,Spring,2007,A
768,114,4,Fall,2010,C
768,74,7,Fall,2013,B
769,97,2,Fall,2016,B
769,49,1,Fall,2012,B
769,106,5,Fall,2013,B
769,19,3,Fall,2013,E
769,107,2,Fall,2013,F
769,40,10,Fall,2009,A
770,238,1,Fall,2013,F
770,168,2,Fall,2005,D
770,34,1,Spring,2007,C
771,189,1,Spring,2008,D
771,94,8,Spring,2007,F
771,128,4,Fall,2012,B
771,211,4,Spring,2011,E
771,181,5,Spring,2007,F
771,140,5,Fall,2006,D
772,60,6,Fall,2001,D
772,125,3,Spring,2010,F
773,91,1,Fall,2012,B
773,168,5,Fall,2005,B
773,126,8,Spring,2016,F
773,58,6,Fall,2015,C
773,92,3,Spring,2000,D
774,212,5,Fall,2014,C
774,149,2,Spring,2005,C
774,83,4,Spring,2005,D
774,18,8,Spring,2016,D
775,188,1,Fall,2005,A
776,101,3,Fall,2003,D
776,44,3,Spring,2005,C
776,191,8,Spring,2006,F
776,223,6,Fall,2010,B
776,136,6,Fall,2000,C
776,107,7,Spring,2004,B
776,98,8,Fall,2008,C
777,225,7,Fall,2008,C
777,218,8,Fall,2000,E
777,225,9,Spring,2009,C
777,57,8,Spring,2016,F
778,115,2,Fall,2012,D
778,226,10,Fall,2012,A
778,44,6,Spring,2016,B
778,129,3,Spring,2016,F
778,229,4,Fall,2001,B
778,26,2,Fall,2004,E
779,122,4,Fall,2003,E
780,132,3,Fall,2013,C
781,83,2,Fall,2010,B
782,216,6,Spring,2010,B
782,135,8,Spring,2003,B
782,212,3,Spring,2006,E
782,140,3,Spring,2004,D
782,248,4,Fall,2005,C
782,115,2,Fall,2012,B
783,246,1,Fall,2001,F
784,43,1,Fall,2009,E
784,67,5,Spring,2004,D
785,18,8,Spring,2016,F
785,73,2,Spring,2013,C
785,137,3,Fall,2010,E
785,94,6,Spring,2000,D
785,31,2,Spring,2013,A
785,21,1,Spring,2000,B
785,209,6,Spring,2016,E
786,106,5,Fall,2013,E
786,249,1,Spring,2004,B
786,140,10,Spring,2015,A
786,229,1,Spring,2015,B
786,91,3,Fall,2011,F
786,7,7,Fall,2015,E
787,34,4,Spring,2010,B
787,51,1,Spring,2002,C
787,187,3,Fall,2009,F
787,113,1,Fall,2014,D
787,152,7,Fall,2001,E
787,203,3,Fall,2014,B
787,165,3,Spring,2011,A
788,4,2,Fall,2012,C
788,66,9,Fall,2009,C
788,209,4,Fall,2015,A
789,225,1,Spring,2013,C
789,212,4,Spring,2004,C
789,41,6,Fall,2006,C
790,223,3,Fall,2008,A
790,66,8,Fall,2015,F
791,246,4,Fall,2015,B
791,98,4,Spring,2000,E
792,110,1,Spring,2008,F
792,148,3,Spring,2005,F
792,206,1,Spring,2002,D
793,2,3,Spring,2001,F
793,102,8,Spring,2016,D
794,159,4,Spring,2011,C
794,139,1,Fall,2001,F
794,183,2,Fall,2008,A
794,108,6,Fall,2008,B
794,159,4,Spring,2011,B
795,190,6,Fall,2012,C
796,230,5,Spring,2004,B
796,184,6,Spring,2013,E
796,134,5,Spring,2009,D
796,183,7,Fall,2014,F
796,113,2,Spring,2004,C
797,9,1,Spring,2006,D
797,211,3,Fall,2003,F
797,184,4,Spring,2009,D
797,123,7,Spring,2005,E
798,128,2,Fall,2012,D
798,7,4,Fall,2010,D
798,36,3,Spring,2003,A
799,42,3,Spring,2004,C
799,40,2,Spring,2016,D
799,6,5,Fall,2009,B
799,18,4,Spring,2006,C
800,191,3,Fall,2010,F
800,144,3,Fall,2002,C
800,236,2,Spring,2008,C
800,93,1,Spring,2007,A
800,122,3,Fall,2012,C
801,91,4,Spring,2005,F
801,93,1,Spring,2007,D
801,133,3,Fall,2008,D
801,172,5,Spring,2015,E
801,19,2,Spring,2008,D
802,153,3,Spring,2002,F
802,161,2,Spring,2013,D
802,101,2,Fall,2007,E
802,173,6,Spring,2004,F
802,98,8,Fall,2008,B
802,218,9,Fall,2010,B
803,216,2,Spring,2015,F
803,16,7,Fall,2000,A
803,123,2,Fall,2007,E
804,230,1,Spring,2005,F
804,9,1,Spring,2006,A
804,136,7,Spring,2013,E
805,52,7,Spring,2004,A
805,224,5,Fall,2006,F
805,54,1,Fall,2000,E
805,82,2,Fall,2012,A
806,159,6,Fall,2014,A
807,61,1,Fall,2010,E
807,86,4,Fall,2015,B
807,3,7,Fall,2008,C
807,247,1,Spring,2010,C
807,149,1,Fall,2016,D
807,225,5,Fall,2006,A
807,146,4,Spring,2007,C
808,209,5,Fall,2016,A
808,47,4,Spring,2005,B
808,18,5,Spring,2011,D
808,102,8,Spring,2016,D
808,40,7,Fall,2008,F
808,168,4,Fall,2016,C
809,97,3,Fall,2014,B
810,185,1,Spring,2002,C
810,144,5,Fall,2006,B
810,205,4,Spring,2002,F
811,26,1,Spring,2003,F
811,219,1,Spring,2011,E
812,100,9,Spring,2016,C
812,136,4,Fall,2012,D
813,230,5,Spring,2004,E
813,14,4,Spring,2000,E
813,79,5,Spring,2006,B
813,132,4,Spring,2009,F
813,245,1,Fall,2001,C
814,165,4,Fall,2008,C
814,228,6,Fall,2005,F
814,8,1,Spring,2005,E
814,103,4,Fall,2005,D
814,51,5,Spring,2003,B
815,225,6,Spring,2008,B
815,137,7,Spring,2000,C
815,115,8,Fall,2003,C
815,41,1,Spring,2000,E
815,173,4,Fall,2008,B
815,46,7,Spring,2001,B
816,74,1,Fall,2009,C
816,200,3,Fall,2003,F
817,46,5,Spring,2007,F
817,145,7,Spring,2016,F
817,66,2,Spring,2006,E
818,190,8,Spring,2005,B
819,79,1,Spring,2012,C
820,248,3,Spring,2010,D
820,121,7,Spring,2013,C
820,191,7,Spring,2011,D
820,244,6,Fall,2013,F
820,30,1,Spring,2005,E
820,216,6,Spring,2010,A
820,218,9,Fall,2010,D
821,77,2,Spring,2002,E
821,113,7,Fall,2005,D
821,79,1,Spring,2012,A
821,87,1,Spring,2003,B
822,225,10,Fall,2013,C
823,221,5,Spring,2014,A
823,106,2,Spring,2010,F
823,7,6,Spring,2005,B
823,30,2,Fall,2007,B
823,95,6,Spring,2011,E
824,159,1,Spring,2011,E
824,218,9,Fall,2010,F
824,71,3,Fall,2007,F
824,51,2,Fall,2003,A
824,95,6,Spring,2011,D
824,246,9,Fall,2002,B
825,13,1,Spring,2009,D
825,218,8,Fall,2000,E
825,121,2,Fall,2000,C
825,224,2,Spring,2010,D
825,7,8,Fall,2012,A
826,51,4,Fall,2003,E
826,18,8,Spring,2016,B
827,209,4,Fall,2015,B
827,16,6,Spring,2015,F
827,30,4,Spring,2011,F
828,31,1,Fall,2009,E
828,234,1,Fall,2015,F
828,139,1,Fall,2001,C
828,27,1,Fall,2006,D
828,218,1,Fall,2016,F
828,102,6,Spring,2013,D
829,187,2,Spring,2010,B
829,96,10,Fall,2007,B
829,229,1,Spring,2015,E
829,125,3,Spring,2010,F
829,1,1,Spring,2002,C
829,51,8,Fall,2011,C
829,212,2,Fall,2016,F
830,246,5,Fall,2013,A
830,85,5,Spring,2007,B
830,108,7,Fall,2000,E
830,112,3,Spring,2004,C
830,43,1,Fall,2009,C
830,185,5,Spring,2003,B
830,225,5,Fall,2006,E
831,110,2,Fall,2015,D
831,72,5,Fall,2004,C
831,35,2,Spring,2005,C
831,12,3,Fall,2016,D
831,34,4,Spring,2010,B
831,36,3,Spring,2003,F
832,223,1,Spring,2008,A
833,231,2,Spring,2014,C
833,48,1,Spring,2011,B
833,51,1,Spring,2002,C
833,197,1,Fall,2007,C
833,236,2,Spring,2008,F
834,245,8,Spring,2001,E
834,122,2,Fall,2005,C
835,134,5,Spring,2009,E
836,115,7,Fall,2010,D
836,126,7,Spring,2015,D
837,155,1,Spring,2007,A
837,137,4,Fall,2014,D
837,103,1,Fall,2005,E
837,7,9,Spring,2004,A
837,39,6,Spring,2006,B
837,4,1,Fall,2016,E
837,249,7,Spring,2007,F
838,237,1,Spring,2001,A
838,47,4,Spring,2005,E
838,215,2,Fall,2009,B
839,120,8,Spring,2003,E
839,129,4,Spring,2011,F
839,214,1,Fall,2015,D
839,189,3,Fall,2011,F
839,66,4,Spring,2012,B
839,209,9,Spring,2005,B
839,198,1,Spring,2007,C
840,34,4,Spring,2010,C
840,92,1,Fall,2005,B
840,17,3,Spring,2004,A
840,213,7,Spring,2001,C
840,245,9,Fall,2005,D
841,17,2,Spring,2013,B
841,66,3,Fall,2008,D
842,152,1,Spring,2003,F
842,134,4,Fall,2012,C
843,159,7,Fall,2009,C
843,144,6,Spring,2004,F
843,44,1,Spring,2016,E
843,209,9,Spring,2005,F
843,133,5,Fall,2009,D
843,176,7,Fall,2013,A
843,96,10,Fall,2007,F
844,223,3,Fall,2008,E
845,91,4,Spring,2005,A
845,111,4,Fall,2010,A
845,62,1,Fall,2014,E
845,183,3,Fall,2010,F
845,215,5,Fall,2003,F
845,247,3,Fall,2000,C
846,41,4,Spring,2011,E
846,105,1,Spring,2014,C
846,132,5,Spring,2002,B
847,84,1,Fall,2010,E
847,25,5,Spring,2001,C
847,157,1,Spring,2000,F
847,9,3,Fall,2014,E
847,12,5,Spring,2013,E
848,202,1,Fall,2016,A
848,97,9,Spring,2005,B
849,7,8,Fall,2012,B
849,147,1,Spring,2010,B
849,92,9,Spring,2012,F
849,144,1,Fall,2016,A
849,172,9,Spring,2001,F
849,223,5,Spring,2003,C
849,190,4,Fall,2000,F
850,50,1,Fall,2010,B
850,107,8,Fall,2015,B
850,132,1,Spring,2015,F
850,129,4,Spring,2011,E
851,12,1,Fall,2015,D
851,90,7,Fall,2015,E
851,66,8,Fall,2015,C
852,208,7,Spring,2007,A
853,216,3,Spring,2015,D
853,41,5,Fall,2009,E
854,65,4,Fall,2016,F
854,236,2,Spring,2008,B
854,83,8,Spring,2002,F
855,171,3,Spring,2006,F
855,81,2,Fall,2005,D
855,123,3,Fall,2011,A
855,126,6,Fall,2005,D
855,210,1,Fall,2006,D
855,244,7,Spring,2016,D
855,168,1,Spring,2003,B
856,190,3,Spring,2016,B
856,92,3,Spring,2000,C
857,142,1,Fall,2013,E
857,122,4,Fall,2003,D
857,84,3,Fall,2013,A
857,217,6,Spring,2005,F
857,175,2,Fall,2008,F
857,71,3,Fall,2007,D
857,217,5,Fall,2006,D
858,77,1,Fall,2015,B
859,16,2,Spring,2008,B
859,221,3,Fall,2010,E
859,46,8,Spring,2006,F
859,119,4,Fall,2010,A
860,6,2,Spring,2013,E
860,58,1,Spring,2011,E
860,206,1,Spring,2002,E
860,171,4,Fall,2012,E
860,183,1,Fall,2007,B
861,219,3,Spring,2007,C
861,119,3,Spring,2001,A
861,110,2,Fall,2015,E
861,26,1,Spring,2003,F
861,165,5,Fall,2010,E
861,216,6,Spring,2010,D
861,222,5,Spring,2005,E
862,133,3,Fall,2008,E
862,116,1,Spring,2011,E
862,190,6,Fall,2012,B
862,132,2,Fall,2016,E
862,28,3,Spring,2008,E
862,185,2,Spring,2002,D
863,125,4,Fall,2015,F
864,241,4,Fall,2014,A
864,113,1,Fall,2014,D
864,85,5,Spring,2007,F
864,245,4,Fall,2016,C
864,24,2,Spring,2012,B
864,12,6,Spring,2005,F
864,229,3,Fall,2005,A
865,3,4,Fall,2016,E
865,207,2,Spring,2010,C
865,95,3,Fall,2013,E
865,12,3,Fall,2016,E
865,164,6,Spring,2000,D
865,222,4,Spring,2009,F
866,184,2,Spring,2007,D
866,2,2,Fall,2007,F
866,190,4,Fall,2000,C
866,126,5,Spring,2002,B
866,18,1,Spring,2005,E
866,211,5,Fall,2010,E
867,246,7,Fall,2014,E
867,184,5,Fall,2014,B
868,85,3,Spring,2015,E
868,81,3,Spring,2015,B
869,173,7,Fall,2007,F
869,183,7,Fall,2014,C
870,8,3,Fall,2004,C
870,135,7,Spring,2000,A
871,47,4,Spring,2005,D
871,90,1,Fall,2014,A
871,218,10,Fall,2000,D
871,91,3,Fall,2011,F
871,8,5,Fall,2012,A
871,241,5,Spring,2015,C
871,40,6,Spring,2007,E
872,77,4,Fall,2013,C
872,58,3,Fall,2011,C
872,35,8,Spring,2015,C
872,133,3,Fall,2008,D
872,39,7,Spring,2016,B
873,66,9,Fall,2009,E
873,168,6,Spring,2003,A
873,118,2,Spring,2011,F
873,46,5,Spring,2007,D
873,64,5,Fall,2011,F
873,102,6,Spring,2013,A
873,218,2,Fall,2013,A
874,7,4,Fall,2010,B
874,160,3,Spring,2015,A
874,3,5,Fall,2007,C
874,164,3,Fall,2009,D
874,127,7,Fall,2014,D
874,4,4,Fall,2005,F
875,140,5,Fall,2006,A
875,135,2,Fall,2005,A
875,228,4,Spring,2016,D
875,66,8,Fall,2015,A
876,90,10,Spring,2007,A
877,61,1,Fall,2010,E
877,211,4,Spring,2011,B
877,217,4,Fall,2000,F
877,90,4,Spring,2014,A
877,189,4,Spring,2011,C
877,148,3,Spring,2005,A
878,159,5,Fall,2013,E
878,44,1,Spring,2016,F
878,199,1,Fall,2015,E
878,48,3,Spring,2002,D
879,250,6,Fall,2009,A
879,157,3,Fall,2011,A
879,213,5,Spring,2015,E
879,4,1,Fall,2016,F
879,71,2,Fall,2012,C
879,172,2,Spring,2014,D
880,73,2,Spring,2013,A
880,143,1,Fall,2005,C
880,80,1,Spring,2015,E
880,64,5,Fall,2011,E
881,57,4,Fall,2011,D
881,104,4,Spring,2014,B
881,248,3,Spring,2010,F
881,228,7,Fall,2012,C
881,50,3,Spring,2014,A
881,98,8,Fall,2008,B
881,105,4,Fall,2011,F
882,23,5,Fall,2005,E
882,84,2,Spring,2009,F
882,164,2,Spring,2011,D
882,39,5,Fall,2005,B
882,211,5,Fall,2010,B
883,91,4,Spring,2005,D
883,69,3,Spring,2012,E
884,131,6,Spring,2003,D
884,221,6,Spring,2002,A
884,158,1,Fall,2013,A
884,2,4,Fall,2005,C
884,57,2,Spring,2014,C
884,58,2,Fall,2002,D
885,155,1,Spring,2007,F
885,112,2,Spring,2001,B
885,221,2,Spring,2009,C
885,86,5,Spring,2015,B
885,119,1,Spring,2007,C
886,11,3,Spring,2005,F
887,125,2,Fall,2001,A
887,47,3,Fall,2012,D
887,182,1,Fall,2008,E
887,24,4,Spring,2007,E
887,249,3,Spring,2005,F
888,129,5,Spring,2015,B
888,239,1,Fall,2003,C
888,49,4,Fall,2013,F
888,78,3,Fall,2004,B
888,3,8,Spring,2014,D
888,156,1,Spring,2013,C
889,56,1,Fall,2016,C
889,136,4,Fall,2012,A
889,92,7,Spring,2004,A
889,92,10,Spring,2009,A
889,25,3,Fall,2005,F
889,135,1,Fall,2014,B
889,25,1,Spring,2016,D
890,92,3,Spring,2000,F
890,137,3,Fall,2010,F
890,50,5,Spring,2006,A
890,115,5,Spring,2011,D
890,42,4,Spring,2015,A
890,121,3,Fall,2005,E
890,33,3,Spring,2003,C
891,243,5,Spring,2006,E
891,9,4,Spring,2013,B
892,186,3,Fall,2011,D
892,244,8,Fall,2011,B
892,154,3,Spring,2015,E
892,40,10,Fall,2009,C
893,23,3,Spring,2013,A
894,229,9,Fall,2009,C
894,221,3,Fall,2010,D
895,40,4,Spring,2006,D
895,51,8,Fall,2011,C
895,73,3,Fall,2009,C
895,103,1,Fall,2005,C
895,138,3,Fall,2007,A
895,232,1,Fall,2005,D
895,12,2,Spring,2004,D
896,85,2,Spring,2007,D
896,180,6,Fall,2005,F
896,180,2,Spring,2015,F
896,6,1,Fall,2015,D
897,163,4,Spring,2012,F
897,126,8,Spring,2016,D
897,241,6,Fall,2015,F
897,125,3,Spring,2010,C
897,215,4,Spring,2004,D
898,170,2,Fall,2013,A
898,5,1,Spring,2009,F
898,145,4,Fall,2012,A
898,113,2,Spring,2004,F
898,82,2,Fall,2012,A
898,213,3,Spring,2003,C
899,36,3,Spring,2003,B
899,74,8,Fall,2014,D
899,183,5,Spring,2011,F
899,213,3,Spring,2003,D
899,159,6,Fall,2014,A
899,30,2,Fall,2007,B
900,120,6,Fall,2002,D
900,246,8,Fall,2003,E
900,132,5,Spring,2002,B
900,191,5,Fall,2012,F
900,157,2,Fall,2012,E
901,221,3,Fall,2010,C
901,40,5,Spring,2009,B
901,3,7,Fall,2008,B
901,28,1,Spring,2012,C
901,8,3,Fall,2004,E
901,168,5,Fall,2005,C
902,62,1,Fall,2014,A
902,136,4,Fall,2012,B
902,139,6,Spring,2014,A
902,173,8,Fall,2005,B
902,33,1,Spring,2003,F
902,160,7,Spring,2006,E
902,57,6,Fall,2006,D
903,94,7,Spring,2003,F
903,209,1,Spring,2007,A
903,90,10,Spring,2007,E
903,198,1,Spring,2007,E
903,7,2,Fall,2005,E
903,9,2,Spring,2012,F
904,16,6,Spring,2015,E
904,148,3,Spring,2005,F
904,206,7,Spring,2008,D
904,120,3,Fall,2003,A
905,116,1,Spring,2011,B
905,217,3,Spring,2014,F
905,45,1,Spring,2001,F
906,173,1,Spring,2014,D
907,131,5,Spring,2016,C
907,42,1,Spring,2014,C
907,57,7,Fall,2005,A
907,34,7,Spring,2002,A
907,228,3,Fall,2014,A
908,60,6,Fall,2001,F
908,179,4,Spring,2011,C
908,216,4,Fall,2009,A
909,219,2,Spring,2013,F
909,183,4,Fall,2010,F
909,219,4,Spring,2003,A
909,90,9,Spring,2002,A
910,111,3,Fall,2003,E
911,90,5,Fall,2009,D
911,190,8,Spring,2005,D
911,244,7,Spring,2016,A
911,165,3,Spring,2011,A
911,138,3,Fall,2007,A
911,6,1,Fall,2015,E
912,250,3,Fall,2003,D
912,65,7,Spring,2007,E
912,137,7,Spring,2000,D
912,158,1,Fall,2013,F
912,121,1,Spring,2010,C
912,244,2,Fall,2002,A
913,9,5,Spring,2014,A
913,66,9,Fall,2009,E
913,66,7,Fall,2007,E
913,69,1,Spring,2016,A
914,62,2,Spring,2013,B
914,9,3,Fall,2014,B
914,133,2,Spring,2006,E
915,179,4,Spring,2011,B
915,87,5,Spring,2000,D
915,94,7,Spring,2003,B
915,25,5,Spring,2001,A
915,81,9,Fall,2004,B
915,138,3,Fall,2007,E
916,89,2,Spring,2004,A
917,236,1,Spring,2012,D
917,249,4,Spring,2000,B
917,39,7,Spring,2016,E
918,123,2,Fall,2007,D
918,8,5,Fall,2012,F
918,133,5,Fall,2009,A
919,91,1,Fall,2012,C
920,158,1,Fall,2013,A
920,146,1,Spring,2004,F
920,240,3,Spring,2009,E
920,41,7,Spring,2006,D
920,67,8,Spring,2014,A
920,59,6,Fall,2014,D
921,77,4,Fall,2013,F
921,176,9,Fall,2002,D
921,16,2,Spring,2008,B
921,97,5,Spring,2014,C
922,134,7,Fall,2009,C
923,13,1,Spring,2009,E
923,30,1,Spring,2005,A
923,92,7,Spring,2004,F
924,102,3,Spring,2008,B
924,141,1,Fall,2014,C
924,51,7,Spring,2007,B
924,17,3,Spring,2004,B
924,199,1,Fall,2015,F
924,139,4,Fall,2004,B
925,90,4,Spring,2014,D
925,47,1,Spring,2005,D
925,4,4,Fall,2005,F
925,129,5,Spring,2015,D
925,207,2,Spring,2010,A
926,152,6,Spring,2014,F
926,39,8,Spring,2016,D
926,209,5,Fall,2016,E
927,217,1,Fall,2015,F
927,184,5,Fall,2014,D
928,48,1,Spring,2011,E
929,216,2,Spring,2015,F
929,110,4,Spring,2005,A
929,11,2,Spring,2009,F
929,127,3,Fall,2011,D
